raw_wind,normal_val
2.92893,-0.702705
3.04869,-0.64003
2.89135,-0.722592
3.00629,-0.662103
2.75159,-0.797537
3.16439,-0.580431
3.37899,-0.472111
3.28143,-0.521014
3.2856,-0.518914
3.02833,-0.650612
2.88509,-0.725912
3.04329,-0.642837
4.48955,0.0539377
4.95083,0.2604
4.95288,0.261306
3.92287,-0.208328
3.56203,-0.381761
2.58594,-0.888569
2.17237,-1.12855
2.42979,-0.976852
2.78677,-0.77852
3.09494,-0.616098
3.04247,-0.643264
3.14572,-0.589988
3.19511,-0.564756
2.88504,-0.725939
3.29348,-0.514945
3.59916,-0.363638
3.70771,-0.311045
3.40918,-0.457088
3.80514,-0.264287
3.28824,-0.517582
3.65692,-0.335584
3.55361,-0.385879
2.6827,-0.83509
2.20966,-1.10604
2.92054,-0.707137
3.17454,-0.575245
3.27312,-0.525206
3.37209,-0.475554
3.67417,-0.327236
3.82298,-0.255773
3.30074,-0.51129
3.71277,-0.308605
3.34555,-0.488812
2.87871,-0.729301
3.28603,-0.518698
3.51577,-0.404431
3.38212,-0.47055
2.87961,-0.728828
2.73615,-0.805914
2.7538,-0.79634
2.59598,-0.882979
3.47869,-0.422679
3.86924,-0.233752
3.73412,-0.29833
3.77539,-0.278521
4.14901,-0.102353
4.00184,-0.171105
3.68515,-0.321927
3.10976,-0.608462
3.3699,-0.476644
2.34602,-1.02532
2.1134,-1.16454
2.95046,-0.69136
2.93666,-0.698626
2.92444,-0.705074
2.01395,-1.22642
